Date,Province,Total Confirmed Cases,Total Recovered,Total Deaths,Confirmed Cases,Recovered,Deaths
2020/2/22,Hong Kong,69,6,2,1,1,0
2020/2/22,Neimenggu,75,23,0,0,6,0
2020/2/22,Fujian,293,162,1,0,13,0
2020/2/22,Henan,1270,830,19,3,94,0
2020/2/22,Xizang,1,1,0,0,0,0
2020/2/22,Sichuan,526,250,3,1,19,0
2020/2/22,Shaanxi,245,149,1,0,15,0
2020/2/22,Jilin,91,52,1,0,7,0
2020/2/22,Shanxi,132,79,0,0,3,0
2020/2/22,Shandong,750,302,4,1,21,0
2020/2/22,Ningxia,71,48,0,0,0,0
2020/2/22,Macau,10,6,0,0,0,0
2020/2/22,Hongkong,56,1,1,0,0,0
2020/2/22,Gansu,91,76,2,0,0,0
2020/2/22,Chongqing,572,316,6,5,17,0
2020/2/22,Guizhou,146,90,2,0,13,0
2020/2/22,Beijing,399,178,4,3,9,0
2020/2/22,Qinghai,18,18,0,0,0,0
2020/2/22,Yunnan,174,107,2,0,11,0
2020/2/22,Guangxi,249,104,2,3,7,0
2020/2/22,Jiangxi,934,555,1,0,66,0
2020/2/22,Shanghai,335,227,3,1,16,1
2020/2/22,Jiangsu,631,401,0,0,28,0
2020/2/22,Anhui,989,597,6,1,58,0
2020/2/22,Liaoning,121,66,1,0,5,0
2020/2/23,Anhui,989,637,6,0,40,0
2020/2/23,Henan,1271,868,19,1,38,0
2020/2/23,Guangdong,1342,755,6,3,27,1
2020/2/23,Shanxi,132,89,0,0,10,0
2020/2/23,Hebei,311,219,6,2,16,0
2020/2/23,Shandong,754,321,4,4,19,0
2020/2/23,Shaanxi,245,163,1,0,14,0
2020/2/23,Tianjin,135,81,3,0,16,0
2020/2/23,Jilin,91,54,1,0,2,0
2020/2/23,Guizhou,146,102,2,0,12,0
2020/2/23,Gansu,91,78,2,0,2,0
2020/2/23,Liaoning,121,73,1,0,7,0
2020/2/23,Heilongjiang,480,222,12,1,18,0
2020/2/23,Xinjiang,76,28,2,0,3,0
2020/2/23,Hubei,64084,15343,2346,630,1653,96
2020/2/23,Jiangxi,934,613,1,0,58,0
2020/2/23,Zhejiang,1205,760,1,0,41,0
2020/2/23,Sichuan,526,261,3,0,11,0
2020/2/23,Xizang,1,1,0,0,0,0
2020/2/23,Qinghai,18,18,0,0,0,0
2020/2/23,Macau,10,6,0,0,0,0
2020/2/23,Ningxia,71,56,0,0,8,0
2020/2/23,Taiwan,28,2,1,2,0,0
2020/2/23,Neimenggu,75,27,0,0,4,0
2020/2/23,Yunnan,174,115,2,0,8,0
2020/2/23,Hainan,168,106,4,0,2,0
2020/2/23,Hunan,1016,714,4,3,22,0
2020/2/23,Hong Kong,74,11,2,5,5,0
2020/2/23,Shanghai,335,249,3,0,22,0
2020/2/23,Fujian,293,170,1,0,8,0
2020/2/23,Guangxi,249,106,2,0,2,0
2020/2/23,Beijing,399,189,4,0,11,0
2020/2/23,Jiangsu,631,418,0,0,17,0
2020/2/23,Chongqing,573,328,6,1,12,0
2020/2/23,Hongkong,56,1,1,0,0,0
2020/2/24,Shandong,755,343,5,1,22,1
2020/2/24,Hubei,64287,16748,2495,203,1405,149
2020/2/24,Hong Kong,79,19,2,5,8,0
2020/2/24,Henan,1271,943,19,0,75,0
2020/2/24,Hebei,311,234,6,0,15,0
2020/2/24,Sichuan,527,276,3,1,15,0
2020/2/24,Hunan,1016,731,4,0,17,0
2020/2/24,Heilongjiang,480,227,12,0,5,0
2020/2/24,Shaanxi,245,173,1,0,10,0
2020/2/24,Jiangsu,631,452,0,0,34,0
2020/2/24,Neimenggu,75,34,0,0,7,0
2020/2/24,Shanxi,132,91,0,0,2,0
2020/2/24,Xinjiang,76,30,2,0,2,0
2020/2/24,Tianjin,135,87,3,0,6,0
2020/2/24,Guangdong,1345,786,6,3,31,0
2020/2/24,Hainan,168,116,5,0,10,1
2020/2/24,Gansu,91,80,2,0,2,0
2020/2/24,Fujian,293,183,1,0,13,0
2020/2/24,Zhejiang,1205,782,1,0,22,0
2020/2/24,Taiwan,30,5,1,2,3,0
2020/2/24,Xizang,1,1,0,0,0,0
2020/2/24,Qinghai,18,18,0,0,0,0
2020/2/24,Macau,10,6,0,0,0,0
2020/2/24,Hongkong,56,1,1,0,0,0
2020/2/24,Chongqing,575,335,6,2,7,0
2020/2/24,Beijing,399,198,4,0,9,0
2020/2/24,Guizhou,146,102,2,0,0,0
2020/2/24,Ningxia,71,58,0,0,2,0
2020/2/24,Liaoning,121,80,1,0,7,0
2020/2/24,Guangxi,251,112,2,2,6,0
2020/2/24,Shanghai,335,261,3,0,12,0
2020/2/24,Jilin,93,60,1,2,6,0
2020/2/24,Yunnan,174,128,2,0,13,0
2020/2/24,Anhui,989,663,6,0,26,0
2020/2/24,Jiangxi,934,645,1,0,32,0
2020/2/25,Shandong,756,355,6,1,12,1
2020/2/25,Fujian,294,199,1,1,16,0
2020/2/25,Guangxi,252,134,2,1,22,0
2020/2/25,Henan,1271,1002,19,0,59,0
2020/2/25,Hebei,311,248,6,0,14,0
2020/2/25,Hainan,168,124,5,0,8,0
2020/2/25,Hunan,1016,768,4,0,37,0
2020/2/25,Hong Kong,84,19,2,5,0,0
2020/2/25,Macau,10,7,0,0,1,0
2020/2/25,Jilin,93,63,1,0,3,0
2020/2/25,Tianjin,135,91,3,0,4,0
2020/2/25,Shaanxi,245,186,1,0,13,0
2020/2/25,Heilongjiang,480,243,12,0,16,0
2020/2/25,Hubei,64786,18971,2563,499,2223,68
2020/2/25,Jiangxi,934,683,1,0,38,0
2020/2/25,Zhejiang,1205,808,1,0,26,0
2020/2/25,Sichuan,529,289,3,2,13,0
2020/2/25,Guizhou,146,104,2,0,2,0
2020/2/25,Xinjiang,76,30,2,0,0,0
2020/2/25,Qinghai,18,18,0,0,0,0
2020/2/25,Neimenggu,75,34,0,0,0,0
2020/2/25,Hongkong,56,1,1,0,0,0
2020/2/25,Gansu,91,80,2,0,0,0
2020/2/25,Chongqing,576,349,6,1,14,0
2020/2/25,Liaoning,121,83,1,0,3,0
2020/2/25,Jiangsu,631,458,0,0,6,0
2020/2/25,Guangdong,1347,822,7,2,36,1
2020/2/25,Beijing,400,215,4,1,17,0
2020/2/25,Ningxia,71,61,0,0,3,0
2020/2/25,Shanxi,133,96,0,1,5,0
2020/2/25,Yunnan,174,129,2,0,1,0
2020/2/25,Shanghai,336,268,3,1,7,0
2020/2/25,Anhui,989,712,6,0,49,0
2020/2/25,Taiwan,31,5,1,1,0,0
2020/2/25,Xizang,1,1,0,0,0,0
2020/2/26,Guangdong,1347,851,7,0,29,0
2020/2/26,Henan,1271,1033,19,0,31,0
2020/2/26,Tianjin,135,96,3,0,5,0
2020/2/26,Hainan,168,129,5,0,5,0
2020/2/26,Shandong,756,377,6,0,22,0
2020/2/26,Hong Kong,89,24,2,5,5,0
2020/2/26,Shanxi,133,104,0,0,8,0
2020/2/26,Gansu,91,81,2,0,1,0
2020/2/26,Jilin,93,65,1,0,2,0
2020/2/26,Zhejiang,1205,867,1,0,59,0
2020/2/26,Shaanxi,245,192,1,0,6,0
2020/2/26,Guangxi,252,147,2,0,13,0
2020/2/26,Xinjiang,76,34,2,0,4,0
2020/2/26,Neimenggu,75,38,0,0,4,0
2020/2/26,Hubei,65187,20969,2615,401,1998,52
2020/2/26,Heilongjiang,480,249,12,0,6,0
2020/2/26,Taiwan,32,5,1,1,0,0
2020/2/26,Hebei,312,261,6,1,13,0
2020/2/26,Xizang,1,1,0,0,0,0
2020/2/26,Qinghai,18,18,0,0,0,0
2020/2/26,Macau,10,7,0,0,0,0
2020/2/26,Hongkong,56,1,1,0,0,0
2020/2/26,Guizhou,146,104,2,0,0,0
2020/2/26,Liaoning,121,88,1,0,5,0
2020/2/26,Beijing,400,235,4,0,20,0
2020/2/26,Jiangxi,934,719,1,0,36,0
2020/2/26,Fujian,294,218,1,0,19,0
2020/2/26,Shanghai,336,272,3,0,4,0
2020/2/26,Yunnan,174,144,2,0,15,0
2020/2/26,Chongqing,576,373,6,0,24,0
2020/2/26,Jiangsu,631,478,0,0,20,0
2020/2/26,Sichuan,531,307,3,2,18,0
2020/2/26,Hunan,1016,783,4,0,15,0
2020/2/26,Anhui,989,744,6,0,32,0
2020/2/26,Ningxia,71,65,0,0,4,0
2020/2/27,Shaanxi,245,195,1,0,3,0
2020/2/27,Heilongjiang,480,270,13,0,21,1
2020/2/27,Hunan,1017,804,4,1,21,0
2020/2/27,Sichuan,534,321,3,3,14,0
2020/2/27,Zhejiang,1205,932,1,0,65,0
2020/2/27,Macau,10,8,0,0,1,0
2020/2/27,Xinjiang,76,43,2,0,9,0
2020/2/27,Tianjin,135,102,3,0,6,0
2020/2/27,Shanxi,133,106,0,0,2,0
2020/2/27,Liaoning,121,93,1,0,5,0
2020/2/27,Jiangsu,631,498,0,0,20,0
2020/2/27,Anhui,989,792,6,0,48,0
2020/2/27,Shandong,756,387,6,0,10,0
2020/2/27,Neimenggu,75,42,0,0,4,0
2020/2/27,Hebei,317,274,6,5,13,0
2020/2/27,Jilin,93,67,1,0,2,0
2020/2/27,Henan,1272,1068,20,1,35,1
2020/2/27,Hubei,65596,23383,2641,409,2414,26
2020/2/27,Fujian,296,228,1,2,10,0
2020/2/27,Xizang,1,1,0,0,0,0
2020/2/27,Taiwan,32,5,1,0,0,0
2020/2/27,Qinghai,18,18,0,0,0,0
2020/2/27,Hongkong,56,1,1,0,0,0
2020/2/27,Gansu,91,81,2,0,0,0
2020/2/27,Chongqing,576,384,6,0,11,0
2020/2/27,Guizhou,146,112,2,0,8,0
2020/2/27,Guangxi,252,161,2,0,14,0
2020/2/27,Beijing,410,248,5,10,13,1
2020/2/27,Shanghai,337,276,3,1,4,0
2020/2/27,Hong Kong,92,24,2,3,0,0
2020/2/27,Guangdong,1347,890,7,0,39,0
2020/2/27,Ningxia,72,68,0,1,3,0
2020/2/27,Yunnan,174,150,2,0,6,0
2020/2/27,Hainan,168,131,5,0,2,0
2020/2/27,Jiangxi,934,754,1,0,35,0
2020/2/28,Xinjiang,76,52,3,0,9,1
2020/2/28,Jilin,93,73,1,0,6,0
2020/2/28,Jiangsu,631,515,0,0,17,0
2020/2/28,Guangdong,1348,935,7,1,45,0
2020/2/28,Hainan,168,133,5,0,2,0
2020/2/28,Hebei,318,277,6,1,3,0
2020/2/28,Shaanxi,245,199,1,0,4,0
2020/2/28,Henan,1272,1112,20,0,44,0
2020/2/28,Guangxi,252,168,2,0,7,0
2020/2/28,Hunan,1017,830,4,0,26,0
2020/2/28,Sichuan,538,338,3,4,17,0
2020/2/28,Shandong,756,405,6,0,18,0
2020/2/28,Zhejiang,1205,975,1,0,43,0
2020/2/28,Neimenggu,75,45,0,0,3,0
2020/2/28,Fujian,296,235,1,0,7,0
2020/2/28,Hong Kong,94,30,2,2,6,0
2020/2/28,Taiwan,34,6,1,2,1,0
2020/2/28,Yunnan,174,156,2,0,6,0
2020/2/28,Shanxi,133,109,0,0,3,0
2020/2/28,Xizang,1,1,0,0,0,0
2020/2/28,Qinghai,18,18,0,0,0,0
2020/2/28,Ningxia,72,68,0,0,0,0
2020/2/28,Macau,10,8,0,0,0,0
2020/2/28,Hongkong,56,1,1,0,0,0
2020/2/28,Guizhou,146,112,2,0,0,0
2020/2/28,Tianjin,136,102,3,1,0,0
2020/2/28,Liaoning,121,93,1,0,0,0
2020/2/28,Jiangxi,935,790,1,1,36,0
2020/2/28,Beijing,410,257,7,0,9,2
2020/2/28,Gansu,91,82,2,0,1,0
2020/2/28,Anhui,990,821,6,1,29,0
2020/2/28,Heilongjiang,480,283,13,0,13,0
2020/2/28,Chongqing,576,402,6,0,18,0
2020/2/28,Shanghai,337,279,3,0,3,0
2020/2/28,Hubei,65914,26403,2682,318,3020,41
2020/2/29,Heilongjiang,480,301,13,0,18,0
2020/2/29,Zhejiang,1205,1016,1,0,41,0
2020/2/29,Hainan,168,147,5,0,14,0
2020/2/29,Xinjiang,76,62,3,0,10,0
2020/2/29,Tianjin,136,109,3,0,7,0
2020/2/29,Guangxi,252,176,2,0,8,0
2020/2/29,Jilin,93,75,1,0,2,0
2020/2/29,Guangdong,1349,983,7,1,48,0
2020/2/29,Hubei,66337,28993,2727,423,2590,45
2020/2/29,Henan,1272,1170,21,0,58,1
2020/2/29,Liaoning,121,96,1,0,3,0
2020/2/29,Hebei,318,282,6,0,5,0
2020/2/29,Fujian,296,243,1,0,8,0
2020/2/29,Hunan,1018,846,4,1,16,0
2020/2/29,Shandong,756,421,6,0,16,0
2020/2/29,Sichuan,538,351,3,0,13,0
2020/2/29,Shaanxi,245,207,1,0,8,0
2020/2/29,Anhui,990,868,6,0,47,0
2020/2/29,Jiangsu,631,523,0,0,8,0
2020/2/29,Neimenggu,75,49,0,0,4,0
2020/2/29,Xizang,1,1,0,0,0,0
2020/2/29,Qinghai,18,18,0,0,0,0
2020/2/29,Macau,10,8,0,0,0,0
2020/2/29,Hongkong,56,1,1,0,0,0
2020/2/29,Hong Kong,94,30,2,0,0,0
2020/2/29,Guizhou,146,112,2,0,0,0
2020/2/29,Gansu,91,82,2,0,0,0
2020/2/29,Shanxi,133,113,0,0,4,0
2020/2/29,Jiangxi,935,811,1,0,21,0
2020/2/29,Beijing,411,271,8,1,14,1
2020/2/29,Chongqing,576,422,6,0,20,0
2020/2/29,Ningxia,73,69,0,1,1,0
2020/2/29,Shanghai,337,287,3,0,8,0
2020/2/29,Taiwan,39,9,1,5,3,0
2020/2/29,Yunnan,174,157,2,0,1,0
2020/3/1,Hubei,66907,31536,2761,570,2543,34
2020/3/1,Hunan,1018,866,4,0,20,0
2020/3/1,Hainan,168,149,5,0,2,0
2020/3/1,Zhejiang,1205,1046,1,0,30,0
2020/3/1,Heilongjiang,480,342,13,0,41,0
2020/3/1,Shandong,758,443,6,2,22,0
2020/3/1,Sichuan,538,365,3,0,14,0
2020/3/1,Henan,1272,1198,22,0,28,1
2020/3/1,Tianjin,136,111,3,0,2,0
2020/3/1,Hebei,318,294,6,0,12,0
2020/3/1,Anhui,990,873,6,0,5,0
2020/3/1,Guangdong,1349,1016,7,0,33,0
2020/3/1,Gansu,91,84,2,0,2,0
2020/3/1,Hong Kong,96,36,2,2,6,0
2020/3/1,Liaoning,122,103,1,1,7,0
2020/3/1,Jiangsu,631,536,0,0,13,0
2020/3/1,Neimenggu,75,52,0,0,3,0
2020/3/1,Jiangxi,935,831,1,0,20,0
2020/3/1,Qinghai,18,18,0,0,0,0
2020/3/1,Ningxia,73,69,0,0,0,0
2020/3/1,Macau,10,8,0,0,0,0
2020/3/1,Hongkong,56,1,1,0,0,0
2020/3/1,Guizhou,146,112,2,0,0,0
2020/3/1,Xinjiang,76,64,3,0,2,0
2020/3/1,Beijing,413,276,8,2,5,0
2020/3/1,Shanxi,133,115,0,0,2,0
2020/3/1,Yunnan,174,163,2,0,6,0
2020/3/1,Shanghai,337,290,3,0,3,0
2020/3/1,Taiwan,40,9,1,1,0,0
2020/3/1,Chongqing,576,442,6,0,20,0
2020/3/1,Jilin,93,78,1,0,3,0
2020/3/1,Shaanxi,245,208,1,0,1,0
2020/3/1,Fujian,296,247,1,0,4,0
2020/3/1,Guangxi,252,181,2,0,5,0
2020/3/1,Xizang,1,1,0,0,0,0
2020/3/2,Jiangsu,631,543,0,0,7,0
2020/3/2,Guangxi,252,192,2,0,11,0
2020/3/2,Heilongjiang,480,356,13,0,14,0
2020/3/2,Zhejiang,1206,1069,1,1,23,0
2020/3/2,Hunan,1018,887,4,0,21,0
2020/3/2,Fujian,296,255,1,0,8,0
2020/3/2,Gansu,91,85,2,0,1,0
2020/3/2,Shanxi,133,117,0,0,2,0
2020/3/2,Anhui,990,917,6,0,44,0
2020/3/2,Sichuan,538,386,3,0,21,0
2020/3/2,Guangdong,1350,1059,7,1,43,0
2020/3/2,Hubei,67103,33934,2803,196,2398,42
2020/3/2,Xinjiang,76,66,3,0,2,0
2020/3/2,Henan,1272,1205,22,0,7,0
2020/3/2,Jilin,93,83,1,0,5,0
2020/3/2,Neimenggu,75,54,0,0,2,0
2020/3/2,Hebei,318,296,6,0,2,0
2020/3/2,Tianjin,136,111,3,0,0,0
2020/3/2,Shanghai,337,292,3,0,2,0
2020/3/2,Qinghai,18,18,0,0,0,0
2020/3/2,Macau,10,8,0,0,0,0
2020/3/2,Hongkong,56,1,1,0,0,0
2020/3/2,Hainan,168,149,5,0,0,0
2020/3/2,Guizhou,146,114,2,0,2,0
2020/3/2,Hong Kong,98,36,2,2,0,0
2020/3/2,Jiangxi,935,850,1,0,19,0
2020/3/2,Chongqing,576,450,6,0,8,0
2020/3/2,Liaoning,122,103,1,0,0,0
2020/3/2,Yunnan,174,168,2,0,5,0
2020/3/2,Xizang,1,1,0,0,0,0
2020/3/2,Taiwan,41,12,1,1,3,0
2020/3/2,Shandong,758,460,6,0,17,0
2020/3/2,Beijing,414,282,8,1,6,0
2020/3/2,Shaanxi,245,216,1,0,8,0
2020/3/2,Ningxia,74,69,0,1,0,0
2020/3/3,Heilongjiang,480,366,13,0,10,0
2020/3/3,Hainan,168,152,5,0,3,0
2020/3/3,Hubei,67217,36208,2835,114,2274,32
2020/3/3,Hong Kong,100,37,2,2,1,0
2020/3/3,Macau,10,9,0,0,1,0
2020/3/3,Zhejiang,1213,1093,1,7,24,0
2020/3/3,Hunan,1018,906,4,0,19,0
2020/3/3,Shanghai,338,294,3,1,2,0
2020/3/3,Fujian,296,260,1,0,5,0
2020/3/3,Liaoning,125,106,1,3,3,0
2020/3/3,Anhui,990,936,6,0,19,0
2020/3/3,Tianjin,136,124,3,0,13,0
2020/3/3,Henan,1272,1231,22,0,26,0
2020/3/3,Guangdong,1350,1101,7,0,42,0
2020/3/3,Jiangsu,631,562,0,0,19,0
2020/3/3,Gansu,91,86,2,0,1,0
2020/3/3,Sichuan,538,394,3,0,8,0
2020/3/3,Beijing,414,288,8,0,6,0
2020/3/3,Hebei,318,300,6,0,4,0
2020/3/3,Xizang,1,1,0,0,0,0
2020/3/3,Shaanxi,245,216,1,0,0,0
2020/3/3,Qinghai,18,18,0,0,0,0
2020/3/3,Ningxia,74,69,0,0,0,0
2020/3/3,Jilin,93,83,1,0,0,0
2020/3/3,Hongkong,56,1,1,0,0,0
2020/3/3,Guizhou,146,114,2,0,0,0
2020/3/3,Shanxi,133,120,0,0,3,0
2020/3/3,Chongqing,576,469,6,0,19,0
2020/3/3,Jiangxi,935,870,1,0,20,0
2020/3/3,Yunnan,174,169,2,0,1,0
2020/3/3,Taiwan,42,12,1,1,0,0
2020/3/3,Xinjiang,76,68,3,0,2,0
2020/3/3,Shandong,758,511,6,0,51,0
2020/3/3,Neimenggu,75,59,1,0,5,1
2020/3/3,Guangxi,252,202,2,0,10,0
2020/3/4,Jiangsu,631,577,0,0,15,0
2020/3/4,Fujian,296,270,1,0,10,0
2020/3/4,Heilongjiang,480,373,13,0,7,0
2020/3/4,Zhejiang,1213,1114,1,0,21,0
2020/3/4,Anhui,990,956,6,0,20,0
2020/3/4,Guangdong,1350,1133,7,0,32,0
2020/3/4,Sichuan,538,406,3,0,12,0
2020/3/4,Macau,10,9,0,0,0,0
2020/3/4,Hubei,67332,38557,2871,115,2349,36
2020/3/4,Gansu,91,87,2,0,1,0
2020/3/4,Xinjiang,76,69,3,0,1,0
2020/3/4,Neimenggu,75,63,1,0,4,0
2020/3/4,Shaanxi,245,223,1,0,7,0
2020/3/4,Hunan,1018,916,4,0,10,0
2020/3/4,Hebei,318,301,6,0,1,0
2020/3/4,Shandong,758,516,6,0,5,0
2020/3/4,Jilin,93,86,1,0,3,0
2020/3/4,Yunnan,174,169,2,0,0,0
2020/3/4,Hong Kong,102,37,2,2,0,0
2020/3/4,Xizang,1,1,0,0,0,0
2020/3/4,Tianjin,136,124,3,0,0,0
2020/3/4,Taiwan,42,12,1,0,0,0
2020/3/4,Qinghai,18,18,0,0,0,0
2020/3/4,Liaoning,125,106,1,0,0,0
2020/3/4,Hongkong,56,1,1,0,0,0
2020/3/4,Guizhou,146,114,2,0,0,0
2020/3/4,Hainan,168,158,5,0,6,0
2020/3/4,Chongqing,576,490,6,0,21,0
2020/3/4,Guangxi,252,210,2,0,8,0
2020/3/4,Henan,1272,1234,22,0,3,0
2020/3/4,Ningxia,75,69,0,1,0,0
2020/3/4,Jiangxi,935,884,1,0,14,0
2020/3/4,Beijing,417,294,8,3,6,0
2020/3/4,Shanghai,338,298,3,0,4,0
2020/3/4,Shanxi,133,124,0,0,4,0
2020/3/5,Fujian,296,277,1,0,7,0
2020/3/5,Guangxi,252,214,2,0,4,0
2020/3/5,Zhejiang,1215,1124,1,2,10,0
2020/3/5,Jilin,93,88,1,0,2,0
2020/3/5,Henan,1272,1244,22,0,10,0
2020/3/5,Shanxi,133,126,0,0,2,0
2020/3/5,Hebei,318,304,6,0,3,0
2020/3/5,Guangdong,1351,1188,7,1,55,0
2020/3/5,Jiangsu,631,583,0,0,6,0
2020/3/5,Sichuan,539,425,3,1,19,0
2020/3/5,Shandong,758,578,6,0,62,0
2020/3/5,Hubei,67466,40592,2902,134,2035,31
2020/3/5,Gansu,102,87,2,11,0,0
2020/3/5,Hunan,1018,938,4,0,22,0
2020/3/5,Taiwan,44,12,1,2,0,0
2020/3/5,Neimenggu,75,64,1,0,1,0
2020/3/5,Shanghai,339,303,3,1,5,0
2020/3/5,Yunnan,174,169,2,0,0,0
2020/3/5,Shaanxi,245,224,1,0,1,0
2020/3/5,Xizang,1,1,0,0,0,0
2020/3/5,Qinghai,18,18,0,0,0,0
2020/3/5,Ningxia,75,69,0,0,0,0
2020/3/5,Macau,10,9,0,0,0,0
2020/3/5,Hongkong,56,1,1,0,0,0
2020/3/5,Guizhou,146,114,2,0,0,0
2020/3/5,Beijing,418,297,8,1,3,0
2020/3/5,Liaoning,125,106,1,0,0,0
2020/3/5,Hong Kong,105,43,2,3,6,0
2020/3/5,Heilongjiang,481,379,13,1,6,0
2020/3/5,Jiangxi,935,901,1,0,17,0
2020/3/5,Tianjin,136,128,3,0,4,0
2020/3/5,Anhui,990,970,6,0,14,0
2020/3/5,Xinjiang,76,70,3,0,1,0
2020/3/5,Hainan,168,158,6,0,0,1
2020/3/5,Chongqing,576,502,6,0,12,0
2020/3/6,Ningxia,75,71,0,0,2,0
2020/3/6,Zhejiang,1215,1147,1,0,23,0
2020/3/6,Chongqing,576,513,6,0,11,0
2020/3/6,Hunan,1018,955,4,0,17,0
2020/3/6,Shandong,758,618,6,0,40,0
2020/3/6,Hong Kong,106,46,2,1,3,0
2020/3/6,Fujian,296,284,1,0,7,0
2020/3/6,Jiangsu,631,594,0,0,11,0
2020/3/6,Sichuan,539,442,3,0,17,0
2020/3/6,Beijing,422,299,8,4,2,0
2020/3/6,Guangdong,1352,1216,7,1,28,0
2020/3/6,Jiangxi,935,909,1,0,8,0
2020/3/6,Gansu,119,87,2,17,0,0
2020/3/6,Heilongjiang,481,396,13,0,17,0
2020/3/6,Hubei,67592,42033,2931,126,1441,29
2020/3/6,Taiwan,45,12,1,1,0,0
2020/3/6,Shaanxi,245,226,1,0,2,0
2020/3/6,Xizang,1,1,0,0,0,0
2020/3/6,Jilin,93,90,1,0,2,0
2020/3/6,Henan,1272,1243,22,0,-1,0
2020/3/6,Tianjin,136,128,3,0,0,0
2020/3/6,Shanxi,133,126,0,0,0,0
2020/3/6,Qinghai,18,18,0,0,0,0
2020/3/6,Liaoning,125,106,1,0,0,0
2020/3/6,Hainan,168,158,6,0,0,0
2020/3/6,Guizhou,146,114,2,0,0,0
2020/3/6,Hongkong,56,1,1,0,0,0
2020/3/6,Guangxi,252,217,2,0,3,0
2020/3/6,Yunnan,174,170,2,0,1,0
2020/3/6,Anhui,990,979,6,0,9,0
2020/3/6,Hebei,318,305,6,0,1,0
2020/3/6,Xinjiang,76,71,3,0,1,0
2020/3/6,Shanghai,342,306,3,3,3,0
2020/3/6,Macau,10,10,0,0,1,0
2020/3/6,Neimenggu,75,65,1,0,1,0
2020/3/7,Hubei,67666,43500,2959,74,1467,28
2020/3/7,Hunan,1018,960,4,0,5,0
2020/3/7,Zhejiang,1215,1154,1,0,7,0
2020/3/7,Heilongjiang,481,403,13,0,7,0
2020/3/7,Hong Kong,108,51,2,2,5,0
2020/3/7,Guangdong,1352,1237,7,0,21,0
2020/3/7,Henan,1272,1244,22,0,1,0
2020/3/7,Guangxi,252,218,2,0,1,0
2020/3/7,Hebei,318,307,6,0,2,0
2020/3/7,Chongqing,576,521,6,0,8,0
2020/3/7,Sichuan,539,454,3,0,12,0
2020/3/7,Shandong,758,627,6,0,9,0
2020/3/7,Liaoning,125,107,1,0,1,0
2020/3/7,Jiangsu,631,606,0,0,12,0
2020/3/7,Gansu,120,87,2,1,0,0
2020/3/7,Fujian,296,295,1,0,11,0
2020/3/7,Xinjiang,76,72,3,0,1,0
2020/3/7,Shanghai,342,313,3,0,7,0
2020/3/7,Jiangxi,935,916,1,0,7,0
2020/3/7,Yunnan,174,170,2,0,0,0
2020/3/7,Xizang,1,1,0,0,0,0
2020/3/7,Tianjin,136,128,3,0,0,0
2020/3/7,Taiwan,45,12,1,0,0,0
